flight_number,departure_station_code,arrival_station_code,scheduled_departure_dtl,entree_product_id,entree_description,entree_code,planned_entree_count,consumed_entree_count
1641,SFX,ORX,9/8/2022,58764,Mediterranean Falafel Bowl,V,1,0
1759,DEX,KOX,9/9/2022,56490,Kosher Meal,KS,2,2
3609,ORX,SAX,9/9/2022,57994,Classic selection cheese tray,O,5,5
2385,LAX,IAX,9/9/2022,53154,Vegetarian entree,VG,1,0
2490,ORX,IAX,9/12/2022,58981,Scrambled eggs,O,20,10
1237,EWX,PHX,9/13/2022,58563,Tomato and kale baked egg,E,2,0
2425,LAX,BOX,9/15/2022,60987,Impossible Meatball Bowl,V,6,4
455,LAX,OGX,9/17/2022,53014,Thai chicken,C,9,0
2380,SEX,IAX,9/17/2022,60987,Impossible Meatball Bowl,V,8,1
590,DEX,EUX,9/23/2022,60549,Vegetarian chili and polenta cake,V,1,0
2639,PDX,EWX,9/24/2022,58019,Belgium waffle,WF,10,9
781,IAX,LAX,9/2/2022,60987,Impossible Meatball Bowl,V,5,3
1007,LAX,EWX,9/5/2022,60983,Zatar chicken,C,10,0
504,IAX,ORX,9/6/2022,60983,Zatar chicken,C,17,17
1048,DEX,FAX,9/6/2022,61360,Brioche cheeseburger,B,2,0
1622,LAX,MCX,9/9/2022,53130,ASIAN VEGETARIAN MEAL,AV,1,0
1057,CUX,IAX,9/9/2022,58109,Chicken breast entree,C,12,12
458,BWX,SFX,9/10/2022,58019,Belgium waffle,WF,10,0
2189,DEX,FLX,9/10/2022,58764,Mediterranean Falafel Bowl,V,2,0
1509,EWX,TPX,9/11/2022,58563,Tomato and kale baked egg,E,1,0
705,IAX,EWX,9/12/2022,60987,Impossible Meatball Bowl,V,6,0
2642,SAX,EWX,9/14/2022,60983,Zatar chicken,C,12,0
659,EWX,IAX,9/15/2022,61360,Brioche cheeseburger,B,1,0
1888,DEX,BDX,9/16/2022,58764,Mediterranean Falafel Bowl,V,1,0
1653,LAX,IAX,9/17/2022,60983,Zatar chicken,C,12,0
2153,SJX,DEX,9/21/2022,58110,Vegetarian entree,V,6,0
2019,LAX,TPX,9/7/2022,52133,Gluten-free Meal,GF,1,1
451,ORX,ANX,9/10/2022,61360,Brioche cheeseburger,B,3,0
1722,SFX,KOX,9/13/2022,58049,Cinnamon French toast,FT,6,6
643,EWX,PBX,9/14/2022,60987,Impossible Meatball Bowl,V,10,4
1009,BOX,SFX,9/15/2022,53142,ASIAN VEGETARIAN MEAL,AV,1,1
1887,EWX,SNX,9/21/2022,60983,Zatar chicken,C,5,4
1422,DEX,SAX,9/22/2022,61360,Brioche cheeseburger,B,2,0
328,DEX,IAX,9/23/2022,61360,Brioche cheeseburger,B,4,0
1526,EWX,LAX,9/23/2022,60983,Zatar chicken,C,18,8
1453,ORX,PVX,9/24/2022,58574,Belgium waffle,WF,5,5
463,IAX,PDX,9/17/2022,61360,Brioche cheeseburger,B,5,5
1681,LAX,IAX,9/20/2022,60549,Vegetarian chili and polenta cake,V,1,0
1408,IAX,LAX,9/21/2022,58019,Belgium waffle,WF,6,0
2446,ORX,PHX,9/23/2022,58981,Scrambled eggs,O,14,7
289,AUX,ORX,9/1/2022,61530,Impossible Meatball Bowl,V,5,4
2487,LAX,ORX,9/2/2022,60987,Impossible Meatball Bowl,V,7,0
2676,IAX,LAX,9/6/2022,60549,Vegetarian chili and polenta cake,V,1,0
2611,IAX,IAX,9/7/2022,61360,Brioche cheeseburger,B,2,0
2271,DEX,SMX,9/7/2022,60983,Zatar chicken,C,7,7
1872,IAX,PHX,9/9/2022,61529,Zatar chicken,C,6,0
2651,LAX,HNX,9/2/2022,53014,Thai chicken,C,7,5
765,DEX,BOX,9/3/2022,61529,Zatar chicken,C,6,3
1083,LAX,EWX,9/4/2022,53147,ASIAN VEGETARIAN MEAL,AV,1,0
2216,EWX,LAX,9/4/2022,17259,Gluten-free Meal,GF,1,0
541,DEX,SAX,9/5/2022,58764,Mediterranean Falafel Bowl,V,1,0
1252,IAX,SAX,9/6/2022,61360,Brioche cheeseburger,B,2,2
2261,SMX,ORX,9/9/2022,58019,Belgium waffle,WF,10,0
1709,DEX,PVX,9/10/2022,58574,Belgium waffle,WF,5,5
1537,IAX,EWX,9/10/2022,58019,Belgium waffle,WF,7,5
1859,IAX,AUX,9/11/2022,61530,Impossible Meatball Bowl,V,3,0
544,IAX,MCX,9/12/2022,60549,Vegetarian chili and polenta cake,V,1,0
1511,IAX,PHX,9/14/2022,58764,Mediterranean Falafel Bowl,V,1,0
1741,ORX,RSX,9/15/2022,58272,Horchata steel cut oatmeal,OM,1,0
1012,DEX,ORX,9/15/2022,60983,Zatar chicken,C,11,7
474,DEX,PDX,9/15/2022,61529,Zatar chicken,C,5,5
619,IAX,TPX,9/15/2022,58563,Tomato and kale baked egg,E,1,0
793,LAX,EWX,9/20/2022,58488,Tapas,O2,8,8
1022,EWX,PTX,9/20/2022,60983,Zatar chicken,C,16,0
1765,SFX,IAX,9/29/2022,58272,Horchata steel cut oatmeal,OM,1,1
2028,MSX,EWX,9/29/2022,61529,Zatar chicken,C,7,3
2676,IAX,LAX,9/29/2022,60983,Zatar chicken,C,8,7
320,LAX,PVX,9/30/2022,61360,Brioche cheeseburger,B,2,0
1106,EWX,MCX,9/30/2022,60549,Vegetarian chili and polenta cake,V,1,0
1766,SFX,DFX,9/7/2022,61360,Brioche cheeseburger,B,2,0
1169,SFX,YYX,9/9/2022,60987,Impossible Meatball Bowl,V,5,0
297,IAX,MSX,9/10/2022,61530,Impossible Meatball Bowl,V,4,3
2471,RNX,DEX,9/15/2022,61530,Impossible Meatball Bowl,V,5,1
2040,LAX,ORX,9/18/2022,58272,Horchata steel cut oatmeal,OM,2,-1
754,SFX,ATX,9/21/2022,61530,Impossible Meatball Bowl,V,4,4
2292,IAX,MCX,9/23/2022,58563,Tomato and kale baked egg,E,3,0
2075,IAX,DEX,9/24/2022,61360,Brioche cheeseburger,B,3,0
1153,DEX,MSX,9/26/2022,58563,Tomato and kale baked egg,E,1,0
1153,DEX,MSX,9/26/2022,61524,Scrambled eggs,O,5,0
1599,SMX,ORX,9/2/2022,60983,Zatar chicken,C,20,0
521,SFX,JFX,9/9/2022,57484,Tomato and kale baked egg,E,11,7
515,LAX,JFX,9/9/2022,58049,Cinnamon French toast,FT,5,5
1658,EWX,SNX,9/10/2022,58981,Scrambled eggs,O,9,5
312,BOX,LAX,9/14/2022,53154,Vegetarian entree,VG,1,1
1019,IAX,CUX,9/15/2022,60983,Zatar chicken,C,20,17
1739,IAX,LAX,9/18/2022,60987,Impossible Meatball Bowl,V,16,5
1827,SFX,DEX,9/14/2022,58563,Tomato and kale baked egg,E,3,0
1100,SJX,IAX,9/16/2022,58110,Vegetarian entree,V,6,6
2247,IAX,RSX,9/19/2022,60549,Vegetarian chili and polenta cake,V,1,0
2035,IAX,SFX,9/19/2022,61360,Brioche cheeseburger,B,3,0
1584,ORX,DFX,9/20/2022,61529,Zatar chicken,C,7,6
295,DEX,SJX,9/22/2022,58019,Belgium waffle,WF,6,0
524,JFX,SFX,9/24/2022,54076,Cacio e Pepe ravioli,P,4,5
2431,ORX,AUX,9/25/2022,58766,Gingerbread French Toast,FT,2,1
1996,MIX,IAX,9/26/2022,61524,Scrambled eggs,O,6,6
2230,IAX,DEX,9/27/2022,58019,Belgium waffle,WF,16,0
5296,BHX,DEX,9/29/2022,57994,Classic selection cheese tray,O,12,8
348,DEX,SAX,9/9/2022,60983,Zatar chicken,C,10,0
2405,EWX,SDX,9/10/2022,58764,Mediterranean Falafel Bowl,V,1,0
1856,IAX,FLX,9/12/2022,61360,Brioche cheeseburger,B,1,0
564,IAX,DEX,9/13/2022,60983,Zatar chicken,C,9,0
1232,EWX,DEX,9/19/2022,58764,Mediterranean Falafel Bowl,V,1,0
2225,LAX,IAX,9/23/2022,60983,Zatar chicken,C,36,24
1722,SFX,KOX,9/24/2022,58049,Cinnamon French toast,FT,8,0
2084,UIX,IAX,9/26/2022,17259,Gluten-free Meal,GF,1,0
708,IAX,SJX,9/4/2022,58574,Belgium waffle,WF,2,0
2213,IAX,SEX,9/5/2022,60983,Zatar chicken,C,10,5
488,SFX,IAX,9/8/2022,58764,Mediterranean Falafel Bowl,V,2,0
516,JFX,LAX,9/15/2022,60987,Impossible Meatball Bowl,V,9,0
1759,DEX,KOX,9/22/2022,58676,Butternut squash schnitzel,V,5,5
2111,ORX,SMX,9/9/2022,60549,Vegetarian chili and polenta cake,V,1,0
1445,IAX,DCX,9/18/2022,60983,Zatar chicken,C,14,14
1221,BUX,DEX,9/20/2022,61530,Impossible Meatball Bowl,V,5,3
1822,ORX,DEX,9/23/2022,60983,Zatar chicken,C,19,0
2288,ORX,SMX,9/25/2022,58272,Horchata steel cut oatmeal,OM,1,0
1159,LAX,HNX,9/25/2022,57484,Tomato and kale baked egg,E,20,18
1417,IAX,LAX,9/27/2022,60983,Zatar chicken,C,9,0
1225,SAX,SFX,9/30/2022,58574,Belgium waffle,WF,6,3
2387,FLX,ORX,9/15/2022,60983,Zatar chicken,C,12,8
2400,MCX,IAX,9/16/2022,58019,Belgium waffle,WF,10,10
563,DEX,SNX,9/16/2022,60983,Zatar chicken,C,6,0
1675,IAX,DEX,9/17/2022,60987,Impossible Meatball Bowl,V,6,3
6021,IAX,JAX,9/18/2022,57994,Classic selection cheese tray,O,5,5
599,IAX,EWX,9/28/2022,60987,Impossible Meatball Bowl,V,2,0
1925,SAX,DEX,9/30/2022,60987,Impossible Meatball Bowl,V,6,3
2452,SAX,SFX,9/28/2022,58981,Scrambled eggs,O,8,5
1998,IAX,SFX,9/20/2022,61360,Brioche cheeseburger,B,4,0
668,IAX,LAX,9/23/2022,58563,Tomato and kale baked egg,E,2,0
2345,IAX,CLX,9/24/2022,58981,Scrambled eggs,O,6,1
766,RDX,IAX,9/27/2022,58574,Belgium waffle,WF,6,0
735,ORX,SNX,9/27/2022,60983,Zatar chicken,C,6,0
1445,IAX,DCX,9/27/2022,61360,Brioche cheeseburger,B,4,0
1798,IAX,YVX,9/19/2022,58019,Belgium waffle,WF,6,0
1817,DEX,CLX,9/21/2022,60987,Impossible Meatball Bowl,V,6,0
796,DEX,LAX,9/21/2022,61360,Brioche cheeseburger,B,4,0
1685,SFX,LIX,9/23/2022,60458,Crispy Hawaiian garlic tofu,V,2,2
1297,ORX,SJX,9/26/2022,61524,Scrambled eggs,O,6,4
1112,SFX,LIX,9/27/2022,58272,Horchata steel cut oatmeal,OM,3,0
1899,DEX,ORX,9/27/2022,60983,Zatar chicken,C,17,0
2040,LAX,ORX,9/16/2022,58981,Scrambled eggs,O,9,8
2661,EWX,DEX,9/27/2022,61360,Brioche cheeseburger,B,2,0
5602,DEX,RDX,9/29/2022,57994,Classic selection cheese tray,O,5,5
1673,DEX,SFX,9/27/2022,61524,Scrambled eggs,O,6,4
295,DEX,SJX,9/28/2022,58019,Belgium waffle,WF,4,0
1632,ORX,IAX,9/28/2022,60987,Impossible Meatball Bowl,V,7,0
449,BOX,DEX,9/29/2022,60983,Zatar chicken,C,12,12
1696,MCX,IAX,9/19/2022,58981,Scrambled eggs,O,10,8
1222,HNX,LAX,9/28/2022,57484,Tomato and kale baked egg,E,9,0
2005,DFX,ORX,9/28/2022,60987,Impossible Meatball Bowl,V,5,4
2343,DEX,MFX,9/29/2022,61360,Brioche cheeseburger,B,2,2
522,JFX,SFX,9/27/2022,53142,ASIAN VEGETARIAN MEAL,AV,1,1
2075,IAX,DEX,9/19/2022,61360,Brioche cheeseburger,B,1,0
1068,ORX,LAX,9/29/2022,60983,Zatar chicken,C,20,6
545,DEX,SMX,9/29/2022,60987,Impossible Meatball Bowl,V,3,2
292,IAX,SMX,9/13/2022,60983,Zatar chicken,C,7,0
2614,DEX,EWX,9/6/2022,60987,Impossible Meatball Bowl,V,7,3
1186,LAX,SJX,9/20/2022,58019,Belgium waffle,WF,7,3
1884,IAX,LAX,9/26/2022,58019,Belgium waffle,WF,13,6
1577,EWX,TPX,9/17/2022,60987,Impossible Meatball Bowl,V,4,1
1486,DEX,YVX,9/20/2022,60983,Zatar chicken,C,7,0
1587,DEX,LGX,9/5/2022,58766,Gingerbread French Toast,FT,1,0
6347,IAX,GDX,9/7/2022,57994,Classic selection cheese tray,O,5,5
2385,LAX,IAX,9/23/2022,58272,Horchata steel cut oatmeal,OM,2,0
1630,EWX,SXX,9/10/2022,58766,Gingerbread French Toast,FT,1,0
1765,SFX,IAX,9/21/2022,58981,Scrambled eggs,O,18,0
1591,EWX,IAX,9/21/2022,60983,Zatar chicken,C,12,0
2474,LAX,EWX,9/10/2022,50950,Butternut squash ravioli,P,30,0
1207,DEX,YVX,9/27/2022,60983,Zatar chicken,C,7,8
2282,CVX,IAX,9/17/2022,61530,Impossible Meatball Bowl,V,4,3
1488,IAX,SAX,9/21/2022,58981,Scrambled eggs,O,6,6
523,SFX,JFX,9/5/2022,50950,Butternut squash ravioli,P,5,4
544,IAX,MCX,9/10/2022,61529,Zatar chicken,C,6,0
1924,IAX,LGX,9/22/2022,58272,Horchata steel cut oatmeal,OM,2,0
2300,LAX,IAX,9/29/2022,60983,Zatar chicken,C,7,7
2327,ORX,TPX,9/18/2022,58981,Scrambled eggs,O,9,0
1693,DEX,CUX,9/24/2022,58563,Tomato and kale baked egg,E,4,0
418,LAX,OGX,9/28/2022,58049,Cinnamon French toast,FT,4,4
2045,MIX,EWX,9/18/2022,60987,Impossible Meatball Bowl,V,6,4
2105,DCX,DEX,9/21/2022,60987,Impossible Meatball Bowl,V,6,3
2225,LAX,IAX,9/26/2022,60983,Zatar chicken,C,12,0
663,EWX,DFX,9/29/2022,61529,Zatar chicken,C,5,0
1599,ORX,LAX,9/30/2022,58764,Mediterranean Falafel Bowl,FB,1,0
2289,ORX,IAX,9/3/2022,58563,Tomato and kale baked egg,E,1,0
5940,DEX,GSX,9/3/2022,57994,Classic selection cheese tray,O,5,0
1042,SAX,EWX,9/3/2022,60987,Impossible Meatball Bowl,V,5,0
1014,LAX,DEX,9/4/2022,60987,Impossible Meatball Bowl,V,7,0
1681,LAX,IAX,9/6/2022,60987,Impossible Meatball Bowl,V,6,3
1744,IAX,CVX,9/8/2022,60983,Zatar chicken,C,22,4
2104,PDX,ORX,9/10/2022,60987,Impossible Meatball Bowl,V,8,0
2006,DFX,SFX,9/11/2022,61529,Zatar chicken,C,7,5
1213,SFX,PVX,9/12/2022,58574,Belgium waffle,WF,6,3
1852,PDX,IAX,9/12/2022,60987,Impossible Meatball Bowl,V,16,14
1737,DEX,OGX,9/13/2022,57751,Grilled chicken,C,6,0
792,BZX,ORX,9/18/2022,61529,Zatar chicken,C,7,7
1788,SFX,DEX,9/21/2022,58981,Scrambled eggs,O,14,0
759,CLX,IAX,9/3/2022,60983,Zatar chicken,C,10,8
1877,EWX,LIX,9/4/2022,58272,Horchata steel cut oatmeal,OM,1,0
2083,ORX,MCX,9/4/2022,58019,Belgium waffle,WF,10,0
680,EWX,LAX,9/5/2022,17185,Gluten-free Meal,GF,1,0
708,IAX,SJX,9/3/2022,58563,Tomato and kale baked egg,E,2,1
1660,JAX,EWX,9/2/2022,60987,Impossible Meatball Bowl,V,5,0
1552,EWX,GUX,9/5/2022,61360,Brioche cheeseburger,B,2,1
662,EWX,TPX,9/6/2022,60987,Impossible Meatball Bowl,V,6,2
2672,IAX,SAX,9/6/2022,61524,Scrambled eggs,O,6,0
5976,DEX,ATX,9/8/2022,58040,Coconut chia oatmeal,OM,12,8
1634,IAX,ORX,9/8/2022,60983,Zatar chicken,C,8,5
2279,ORX,SEX,9/11/2022,60983,Zatar chicken,C,8,5
2279,ORX,SEX,9/11/2022,61360,Brioche cheeseburger,B,4,4
751,YYX,IAX,9/5/2022,45351,Teriyaki chicken,C,12,8
632,IAX,BWX,9/1/2022,58981,Scrambled eggs,O,20,20
601,EWX,LAX,9/1/2022,58019,Belgium waffle,WF,14,0
1939,IAX,MSX,9/1/2022,58764,Mediterranean Falafel Bowl,FB,4,0
2667,DEX,SNX,9/3/2022,58981,Scrambled eggs,O,6,0
1181,IAX,PDX,9/2/2022,60983,Zatar chicken,C,10,0
1097,IAX,SJX,9/2/2022,58272,Horchata steel cut oatmeal,OM,1,0
725,HNX,SFX,9/3/2022,60458,Crispy Hawaiian garlic tofu,V,8,7
295,DEX,SJX,9/4/2022,58574,Belgium waffle,WF,5,0
463,IAX,PDX,9/5/2022,60983,Zatar chicken,C,11,11
2308,DEX,LIX,9/8/2022,54759,Seared beef short rib,B,5,0
2344,RSX,DEX,9/9/2022,60983,Zatar chicken,C,10,0
2368,PIX,SFX,9/10/2022,58574,Belgium waffle,WF,6,4
1595,MEX,ORX,9/21/2022,58106,Savory breakfast entree,BR,5,5
1792,LAX,ORX,9/23/2022,60983,Zatar chicken,C,10,0
385,DEX,HNX,9/1/2022,54759,Seared beef short rib,B,9,9
1593,DEX,IAX,9/2/2022,60983,Zatar chicken,C,9,8
1896,IAX,PHX,9/3/2022,58019,Belgium waffle,WF,6,0
1889,ORX,LAX,9/2/2022,58563,Tomato and kale baked egg,E,2,0
1955,DCX,IAX,9/5/2022,61530,Impossible Meatball Bowl,V,4,1
2034,SFX,ORX,9/5/2022,61360,Brioche cheeseburger,B,4,0
2034,SFX,ORX,9/5/2022,60983,Zatar chicken,C,11,0
829,GUX,NRX,9/6/2022,55785,Mushroom omelette,E,11,10
2625,LGX,DEX,9/7/2022,58019,Belgium waffle,WF,16,6
653,BWX,IAX,9/7/2022,60983,Zatar chicken,C,24,22
2012,DEX,CLX,9/9/2022,58019,Belgium waffle,WF,8,4
2332,EWX,MIX,9/11/2022,60983,Zatar chicken,C,9,0
1074,DEX,EWX,9/26/2022,60983,Zatar chicken,C,33,33
2163,MCX,EWX,9/26/2022,60983,Zatar chicken,C,10,0
1811,SFX,DEX,9/27/2022,60987,Impossible Meatball Bowl,V,7,6
2428,LAX,IAX,9/18/2022,58019,Belgium waffle,WF,28,10
315,DEX,TPX,9/19/2022,61360,Brioche cheeseburger,B,2,0
315,DEX,TPX,9/19/2022,60987,Impossible Meatball Bowl,V,14,6
1417,IAX,LAX,9/22/2022,60983,Zatar chicken,C,11,6
2108,LAX,ORX,9/4/2022,60987,Impossible Meatball Bowl,V,6,0
1614,EWX,MCX,9/6/2022,60987,Impossible Meatball Bowl,V,6,0
1768,DEX,DCX,9/6/2022,58272,Horchata steel cut oatmeal,OM,3,0
1144,BOX,DEX,9/9/2022,60983,Zatar chicken,C,12,9
1207,DEX,YVX,9/9/2022,60983,Zatar chicken,C,4,2
2088,DEX,IAX,9/9/2022,60983,Zatar chicken,C,19,18
2155,ORX,SAX,9/11/2022,61529,Zatar chicken,C,5,4
1614,IAX,EWX,9/12/2022,58019,Belgium waffle,WF,16,10
2418,SNX,IAX,9/17/2022,60983,Zatar chicken,C,10,0
1070,LAX,ORX,9/20/2022,58764,Mediterranean Falafel Bowl,V,1,0
1014,LAX,DEX,9/22/2022,60549,Vegetarian chili and polenta cake,V,2,1
2427,IAX,BOX,9/22/2022,58272,Horchata steel cut oatmeal,OM,1,0
2495,IAX,EWX,9/25/2022,60987,Impossible Meatball Bowl,V,10,0
1781,SFX,TPX,9/26/2022,56492,Kosher Meal,KS,2,0
1515,DEX,GEX,9/27/2022,58574,Belgium waffle,WF,5,0
2111,ORX,SMX,9/27/2022,60983,Zatar chicken,C,22,12
328,DEX,IAX,9/29/2022,60549,Vegetarian chili and polenta cake,V,1,0
2669,IAX,DCX,9/2/2022,58574,Belgium waffle,WF,5,5
1756,EWX,IAX,9/2/2022,58981,Scrambled eggs,O,20,20
662,EWX,TPX,9/13/2022,60983,Zatar chicken,C,11,8
1539,ORX,TPX,9/13/2022,61529,Zatar chicken,C,6,5
1841,DEX,IAX,9/14/2022,58766,Gingerbread French Toast,FT,2,0
495,SNX,EWX,9/18/2022,58981,Scrambled eggs,O,5,5
303,DEX,SEX,9/19/2022,60987,Impossible Meatball Bowl,V,6,0
210,IAX,BOX,9/19/2022,55573,Seared beef short rib,B,6,3
1849,MCX,SFX,9/20/2022,60983,Zatar chicken,C,12,9
1691,DEX,SAX,9/22/2022,58272,Horchata steel cut oatmeal,OM,1,0
2427,IAX,BOX,9/25/2022,58574,Belgium waffle,WF,3,0
316,FLX,IAX,9/27/2022,60987,Impossible Meatball Bowl,V,16,15
1896,IAX,PHX,9/28/2022,58563,Tomato and kale baked egg,E,4,2
707,OGX,LAX,9/30/2022,60458,Crispy Hawaiian garlic tofu,V,6,4
515,LAX,JFX,9/13/2022,58488,Tapas,O2,8,8
548,IAX,SFX,9/13/2022,58272,Horchata steel cut oatmeal,OM,1,0
2151,IAX,YYX,9/16/2022,58766,Gingerbread French Toast,FT,1,0
2634,IAX,PDX,9/18/2022,58766,Gingerbread French Toast,FT,1,0
775,MCX,IAX,9/18/2022,60983,Zatar chicken,C,12,0
490,DEX,IAX,9/18/2022,60983,Zatar chicken,C,10,4
1442,IAX,SAX,9/19/2022,58981,Scrambled eggs,O,16,8
1977,IAX,SAX,9/19/2022,60983,Zatar chicken,C,12,0
1262,EWX,IAX,9/19/2022,61360,Brioche cheeseburger,B,1,1
2680,DEX,ORX,9/20/2022,58766,Gingerbread French Toast,FT,1,1
615,IAX,SMX,9/28/2022,60983,Zatar chicken,C,11,6
1432,LAX,HNX,9/30/2022,61360,Brioche cheeseburger,B,4,4
421,IAX,PUX,9/5/2022,58764,Mediterranean Falafel Bowl,V,1,0
2495,IAX,EWX,9/6/2022,60983,Zatar chicken,C,10,5
2484,ORX,PDX,9/6/2022,58563,Tomato and kale baked egg,E,2,2
2122,IAX,SNX,9/14/2022,61360,Brioche cheeseburger,B,3,-3
390,EWX,DEX,9/14/2022,60983,Zatar chicken,C,20,14
1577,EWX,TPX,9/14/2022,61360,Brioche cheeseburger,B,3,0
5386,DEX,SJX,9/16/2022,60985,Zatar chicken,C,4,0
1087,BOX,IAX,9/17/2022,60983,Zatar chicken,C,12,0
1813,DEX,EWX,9/21/2022,58563,Tomato and kale baked egg,E,2,0
1241,RDX,DEX,9/25/2022,60983,Zatar chicken,C,10,7
1623,IAX,PVX,9/1/2022,58764,Mediterranean Falafel Bowl,FB,1,0
1966,CUX,DEX,9/1/2022,58105,Protein egg entree,O,12,0
564,IAX,DEX,9/1/2022,60987,Impossible Meatball Bowl,V,7,0
473,SFX,RDX,9/5/2022,58019,Belgium waffle,WF,12,6
286,ORX,SNX,9/6/2022,58563,Tomato and kale baked egg,E,2,0
2030,MSX,ORX,9/12/2022,60983,Zatar chicken,C,9,0
2072,IAX,SNX,9/13/2022,58272,Horchata steel cut oatmeal,OM,2,0
1589,FLX,ORX,9/26/2022,60987,Impossible Meatball Bowl,V,8,5
1594,SMX,DEX,9/1/2022,61529,Zatar chicken,C,7,0
1893,DEX,BOX,9/4/2022,60987,Impossible Meatball Bowl,V,8,0
473,SFX,RDX,9/10/2022,58272,Horchata steel cut oatmeal,OM,2,1
2417,SFX,PIX,9/1/2022,60549,Vegetarian chili and polenta cake,V,2,0
2075,IAX,DEX,9/3/2022,61530,Impossible Meatball Bowl,V,3,3
393,DEX,CHX,9/4/2022,58272,Horchata steel cut oatmeal,OM,1,0
500,ORX,BOX,9/4/2022,58574,Belgium waffle,WF,6,2
829,GUX,NRX,9/1/2022,50449,Stir-fried egg noodles,E2,4,0
402,CLX,LAX,9/6/2022,58981,Scrambled eggs,O,8,9
1754,MCX,EWX,9/7/2022,60983,Zatar chicken,C,7,7
1724,SFX,KOX,9/10/2022,53014,Thai chicken,C,14,14
1826,DEX,CMX,9/11/2022,61529,Zatar chicken,C,6,4
1572,IAX,BOX,9/12/2022,61530,Impossible Meatball Bowl,V,4,0
641,DEX,ORX,9/3/2022,61360,Brioche cheeseburger,B,2,0
1940,EWX,PBX,9/7/2022,58574,Belgium waffle,WF,2,1
1636,LAX,IAX,9/8/2022,60987,Impossible Meatball Bowl,V,3,3
303,DEX,SEX,9/8/2022,60549,Vegetarian chili and polenta cake,V,2,0
1446,IAX,LAX,9/8/2022,61530,Impossible Meatball Bowl,V,4,4
1772,SEX,ORX,9/9/2022,58981,Scrambled eggs,O,10,0
2304,IAX,SAX,9/9/2022,60983,Zatar chicken,C,6,0
1768,DEX,DCX,9/12/2022,58272,Horchata steel cut oatmeal,OM,1,0
464,PUX,EWX,9/16/2022,60983,Zatar chicken,C,12,0
673,DEX,IAX,9/19/2022,60549,Vegetarian chili and polenta cake,V,1,0
1068,ORX,LAX,9/21/2022,60549,Vegetarian chili and polenta cake,V,4,2
1195,ORX,SEX,9/22/2022,58981,Scrambled eggs,O,16,8
1286,IAX,SAX,9/25/2022,60983,Zatar chicken,C,14,8
2116,DEX,RNX,9/27/2022,60987,Impossible Meatball Bowl,V,4,0
2162,ORX,IAX,9/29/2022,60987,Impossible Meatball Bowl,V,11,0
1996,MIX,IAX,9/7/2022,58574,Belgium waffle,WF,6,0
564,IAX,DEX,9/9/2022,60987,Impossible Meatball Bowl,V,4,0
2151,IAX,YYX,9/15/2022,58981,Scrambled eggs,O,9,10
1760,IAX,DCX,9/21/2022,60549,Vegetarian chili and polenta cake,V,4,0
2136,EWX,MCX,9/22/2022,58019,Belgium waffle,WF,16,16
453,SFX,ORX,9/23/2022,58019,Belgium waffle,WF,9,4
1810,IAX,FLX,9/26/2022,58981,Scrambled eggs,O,9,0
491,ORX,DEX,9/30/2022,61360,Brioche cheeseburger,B,6,0
1468,IAX,DEX,9/30/2022,58764,Mediterranean Falafel Bowl,FB,1,1
721,DEX,YYX,9/6/2022,58764,Mediterranean Falafel Bowl,V,2,2
797,IAX,LAX,9/7/2022,58272,Horchata steel cut oatmeal,OM,2,2
493,EWX,IAX,9/8/2022,58563,Tomato and kale baked egg,E,2,0
1759,DEX,KOX,9/9/2022,58676,Butternut squash schnitzel,V,10,6
2308,DEX,LIX,9/9/2022,54759,Seared beef short rib,B,4,0
749,ORX,SEX,9/11/2022,58766,Gingerbread French Toast,FT,1,0
2088,DEX,IAX,9/11/2022,60983,Zatar chicken,C,17,0
1799,IAX,PHX,9/11/2022,61530,Impossible Meatball Bowl,V,2,1
1636,LAX,IAX,9/12/2022,60983,Zatar chicken,C,11,9
2200,IAX,DEX,9/12/2022,61360,Brioche cheeseburger,B,1,0
341,ATX,DEX,9/15/2022,58981,Scrambled eggs,O,16,7
1136,IAX,DCX,9/15/2022,61530,Impossible Meatball Bowl,V,3,1
1605,SFX,BNX,9/15/2022,61360,Brioche cheeseburger,B,2,0
2108,LAX,ORX,9/21/2022,60987,Impossible Meatball Bowl,V,6,3
5344,DEX,BNX,9/5/2022,58040,Coconut chia oatmeal,OM,12,0
735,ORX,SNX,9/8/2022,60549,Vegetarian chili and polenta cake,V,1,0
1421,FLX,IAX,9/10/2022,60987,Impossible Meatball Bowl,V,8,5
782,SMX,ORX,9/11/2022,61530,Impossible Meatball Bowl,V,2,4
553,LAX,DEX,9/15/2022,60983,Zatar chicken,C,9,0
1200,EUX,DEX,9/22/2022,58090,Classic selection cheese tray,O,16,14
545,DEX,SMX,9/8/2022,60549,Vegetarian chili and polenta cake,V,1,0
754,SFX,ATX,9/11/2022,61529,Zatar chicken,C,5,0
1066,EWX,MEX,9/15/2022,53164,Vegetarian entree,VG,1,0
659,EWX,IAX,9/16/2022,60987,Impossible Meatball Bowl,V,4,2
1572,IAX,BOX,9/19/2022,60549,Vegetarian chili and polenta cake,V,1,0
1413,EWX,MIX,9/21/2022,60549,Vegetarian chili and polenta cake,V,2,0
2216,EWX,LAX,9/21/2022,53167,Vegetarian entree,VG,1,0
1422,DEX,SAX,9/17/2022,60983,Zatar chicken,C,7,0
2679,ORX,SFX,9/18/2022,58981,Scrambled eggs,O,14,0
