flight_number,origin_station_code,destination_station_code,scheduled_departure_date,arrival_delay_group,departure_delay_group,entity,verbatim_text,seat_factor_band,ques_verbatim_text,loyalty_program_level,fleet_type_description,fleet_usage,response_group
4732,BZX,LAX,2022-09-02,Early & Ontime,Early & Ontime,Domestic,The snacks what about 2 of the items.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,ERJ-175,Express,non-member
1899,DEX,ORX,2022-09-04,Delayed,Delayed,Domestic,"On both flights we took to and from California, the non- chicken entree was meat-less meatballs. Not a food I would ever be interested in eating. Also, on the flight to California I selected one of the boxes instead of the meat-less meatballs and was disappointed that the second cheese had been replaced with fig spread.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B777-200,Mainline,member
3500,PWX,EWX,2022-09-03,Early & Ontime,Early & Ontime,Domestic,I would like chocolate cooy.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-175,Express,member
1418,DEX,RDX,2022-09-03,Early & Ontime,Early & Ontime,Domestic,Wine selection.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member
998,ACX,IAX,2022-09-04,Delayed,Delayed,Atlantic,"The breakfast menu did not exist, the fruit that was provided for breakfast was still green for a banana. The red wine I had for dinner was not very good.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-8,Mainline,member
998,ACX,IAX,2022-09-04,Delayed,Delayed,Atlantic,"I was served milk which I asked for when I found out that they do not serve hot chocolate. Southwest Airlines serves hot chocolate. It would add to your choice of beverages to add hot chocolate to the menu,.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-8,Mainline,member
3418,EWX,JAX,2022-09-04,Delayed,Early & Ontime,Domestic,How bout some healthier snacks!!.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-175,Express,member
5530,YYX,IAX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,Enjoyed Tomato Juice.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-175,Express,member
528,XPX,IAX,2022-09-04,Delayed,Delayed,Latin,More teas.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,B737-800,Mainline,member
2236,SFX,EUX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A319-100,Mainline,non-member
856,LIX,IAX,2022-09-04,Early & Ontime,Early & Ontime,Latin,No only the amount of snack.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B767-300,Mainline,member
5447,SFX,SBX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,it was a quick flight so there was no food or beverage.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,ERJ-175,Express,non-member
1939,IAX,MSX,2022-09-04,Delayed,Delayed,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member
5257,GEX,DEX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,All of these responses are only because we were first class!.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,ERJ-175,Express,member
973,ORX,BRX,2022-09-04,Delayed,Delayed,Atlantic,I still miss the ice cream dessert cart.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,global services,B787-10,Mainline,member
973,ORX,BRX,2022-09-04,Delayed,Delayed,Atlantic,Healthy and tasty. Adding quinoa to the mix was a hit.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-10,Mainline,member
264,LHX,DEX,2022-09-05,Early & Ontime,Delayed,Atlantic,Non alcoholic beer.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B787-9,Mainline,non-member
264,LHX,DEX,2022-09-05,Early & Ontime,Delayed,Atlantic,"Crew were helpful, boeing 787 model makes long haul pleasant.",80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B787-9,Mainline,member
1964,IAX,BDX,2022-09-05,Early & Ontime,Early & Ontime,Domestic,"ask for a coke and was giving a sugar free soda, did not like this.",80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member
1169,SFX,YYX,2022-09-05,Early & Ontime,Early & Ontime,Domestic,The food was not tasty. Options limited.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A320-200,Mainline,non-member
1070,LAX,ORX,2022-09-04,Delayed,Early & Ontime,Domestic,water was warm. snack was small. we pay way to much money for warm water.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B757-300,Mainline,member
1282,OGX,LAX,2022-09-05,Early & Ontime,Early & Ontime,Domestic,Better snacks.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-MAX9,Mainline,member
1174,SJX,EWX,2022-09-05,Early & Ontime,Early & Ontime,Latin,"No free snack was given, no ice tea or juice option.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B767-400,Mainline,non-member
1897,DTX,DEX,2022-09-05,Early & Ontime,Early & Ontime,Domestic,The coffee is instant coffee but surprisingly tasty.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A319-100,Mainline,member
691,DEX,SEX,2022-09-03,Early & Ontime,Early & Ontime,Domestic,It is good fly experience.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member
2283,SAX,IAX,2022-09-05,Early & Ontime,Early & Ontime,Domestic,no.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member
182,FRX,DEX,2022-09-04,Early & Ontime,Early & Ontime,Atlantic,Back then we got served twice with an meal it got changed I guess if you can confirm.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-9,Mainline,member
1999,ORX,ORX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,"Waters served in a cup. Although we are passed Covid Peak times we have lost the option to have a small bottle of water. I really appreciated having the small bottles of water because they have caps to close off the bottle and I can conveniently place it inside my seat back pocket if I chose to fall asleep, or if we experience turbulence.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-MAX9,Mainline,non-member
2244,SAX,IAX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,"Offer a gluten free, protein option.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,A320-200,Mainline,member
5995,GSX,ORX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,The soft drink was served with three ice cubes.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,ERJ-175,Express,member
1142,HNX,SFX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,Food quality can improve. the chicken was hard to bite.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B777-200,Mainline,non-member
1781,SFX,TPX,2022-09-06,Delayed,Delayed,Domestic,Both the Takeoff package and the Asiago Bagel were good. The asiago bagel was cooked just right and was delicious.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member
126,ATX,EWX,2022-09-06,Delayed,Delayed,Atlantic,Portions should be larger. the bread is always so cold.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-10,Mainline,member
126,ATX,EWX,2022-09-06,Delayed,Delayed,Atlantic,you ran out of things and it was the first hour of the trip.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,B787-10,Mainline,member
1129,SFX,EWX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,Need slightly larger portions.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B777-300,Mainline,non-member
2,SFX,SIX,2022-09-05,Early & Ontime,Early & Ontime,Pacific,Food options between meals was sparse. Expect real food options when meals are 12+ hours apart. Plus they ran out of ice hours before arriving in Singapore.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B787-9,Mainline,member
460,DEX,MSX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,Would have liked to have healthier choices.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A319-100,Mainline,member
1528,SEX,ORX,2022-09-06,Early & Ontime,Delayed,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member
525,DEX,CLX,2022-09-06,Delayed,Delayed,Domestic,"We did not get the option to choose our snack. On the flight we were given the whole drink can but on another, we only got some poured into a cup. The whole can was best.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member
2615,LAX,EWX,2022-09-06,Delayed,Early & Ontime,Domestic,5 hour flight. Need better food.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-10,Mainline,member
1825,DEX,FCX,2022-09-06,Delayed,Delayed,Domestic,No pretzels. They loaded the wrong cart.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B737-800,Mainline,member
1883,IAX,LAX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,"flight attendants either unaware. ignored preorder, had to request order after snack service completed.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B737-900,Mainline,member
